ID,Title,Brand,Model
3492,"Praktica DC 42 comes with a  1/2.5"" (~ 5.75 x 4.32 mm) CCD sensor, which has a diagonal of  7.19 mm (0.28"") and a surface area of 24.84 mm².",Praktica,DC 42
3493,"Praktica Luxmedia 5103 comes with a  1/1.8"" (~ 7.11 x 5.33 mm) CCD sensor, which has a diagonal of  8.89 mm (0.35"") and a surface area of 37.90 mm².",Praktica,Luxmedia 5103
3494,"Praktica DC 32 comes with a  1/2.7"" (~ 5.33 x 4 mm) CCD sensor, which has a diagonal of  6.66 mm (0.26"") and a surface area of 21.32 mm².",Praktica,DC 32
3495,"Praktica DCZ 3.4 comes with a  1/2.5"" (~ 5.75 x 4.32 mm) CCD sensor, which has a diagonal of  7.19 mm (0.28"") and a surface area of 24.84 mm².",Praktica,DCZ 3.4
3496,"Praktica DCZ 5.1 comes with a  1/1.8"" (~ 7.11 x 5.33 mm) CCD sensor, which has a diagonal of  8.89 mm (0.35"") and a surface area of 37.90 mm².",Praktica,DCZ 5.1
3497,"Praktica DC 22 comes with a  1/2.7"" (~ 5.33 x 4 mm) CCD sensor, which has a diagonal of  6.66 mm (0.26"") and a surface area of 21.32 mm².",Praktica,DC 22
3498,"Praktica DCZ 2.2 S comes with a  1/2"" (~ 6.4 x 4.8 mm) CMOS sensor, which has a diagonal of  8.00 mm (0.31"") and a surface area of 30.72 mm².",Praktica,DCZ 2.2 S
3499,"Praktica DCZ 4.1 comes with a  1/1.8"" (~ 7.11 x 5.33 mm) CCD sensor, which has a diagonal of  8.89 mm (0.35"") and a surface area of 37.90 mm².",Praktica,DCZ 4.1
3500,"Praktica DCZ 2.1 S comes with a  1/3.2"" (~ 4.5 x 3.37 mm) CCD sensor, which has a diagonal of  5.62 mm (0.22"") and a surface area of 15.17 mm².",Praktica,DCZ 2.1 S
3501,"Praktica DCZ 3.2 comes with a  1/1.8"" (~ 7.11 x 5.33 mm) CCD sensor, which has a diagonal of  8.89 mm (0.35"") and a surface area of 37.90 mm².",Praktica,DCZ 3.2
3502,"Praktica DCZ 2.2 comes with a  1/2.7"" (~ 5.33 x 4 mm) CCD sensor, which has a diagonal of  6.66 mm (0.26"") and a surface area of 21.32 mm².",Praktica,DCZ 2.2
3503,"Praktica DCZ 3.3 comes with a  1/1.8"" (~ 7.11 x 5.33 mm) CCD sensor, which has a diagonal of  8.89 mm (0.35"") and a surface area of 37.90 mm².",Praktica,DCZ 3.3
3504,"Praktica DCZ 3.2 comes with a  1/1.8"" (~ 7.11 x 5.33 mm) CCD sensor, which has a diagonal of  8.89 mm (0.35"") and a surface area of 37.90 mm².",Praktica,DCZ 3.2
3505,"Praktica DCZ 2.2 comes with a  1/2.7"" (~ 5.33 x 4 mm) CCD sensor, which has a diagonal of  6.66 mm (0.26"") and a surface area of 21.32 mm².",Praktica,DCZ 2.2
3506,"Praktica DCZ 2.0 comes with a  1/3"" (~ 4.8 x 3.6 mm) CCD sensor, which has a diagonal of  6.00 mm (0.24"") and a surface area of 17.28 mm².",Praktica,DCZ 2.0
3507,"Praktica DCZ 2.1 comes with a  1/3"" (~ 4.8 x 3.6 mm) CCD sensor, which has a diagonal of  6.00 mm (0.24"") and a surface area of 17.28 mm².",Praktica,DCZ 2.1
3508,"Praktica DCZ 1.3 comes with a  1/2"" (~ 6.4 x 4.8 mm) CCD sensor, which has a diagonal of  8.00 mm (0.31"") and a surface area of 30.72 mm².",Praktica,DCZ 1.3
3509,"Rollei Powerflex 820 comes with a  1/2.33"" (~ 6.08 x 4.56 mm) CCD sensor, which has a diagonal of  7.60 mm (0.3"") and a surface area of 27.72 mm².",Rollei,Powerflex 820
3510,"Rollei Powerflex 240 HD comes with a  1/2.3"" (~ 6.16 x 4.62 mm) CCD sensor, which has a diagonal of  7.70 mm (0.3"") and a surface area of 28.46 mm².",Rollei,Powerflex 240 HD
3511,"Rollei Powerflex 360 Full HD comes with a  1/2.3"" (~ 6.16 x 4.62 mm) image sensor, which has a diagonal of  7.70 mm (0.3"") and a surface area of 28.46 mm².",Rollei,Powerflex 360 Full HD
3512,"Rollei Powerflex 700 Full HD comes with a  1/2.33"" (~ 6.08 x 4.56 mm) CMOS sensor, which has a diagonal of  7.60 mm (0.3"") and a surface area of 27.72 mm².",Rollei,Powerflex 700 Full HD
3513,"Rollei Powerflex 800 comes with a  1/2.33"" (~ 6.08 x 4.56 mm) CCD sensor, which has a diagonal of  7.60 mm (0.3"") and a surface area of 27.72 mm².",Rollei,Powerflex 800
3514,"Rollei Sportsline 62 comes with a  1/2.3"" (~ 6.16 x 4.62 mm) image sensor, which has a diagonal of  7.70 mm (0.3"") and a surface area of 28.46 mm².",Rollei,Sportsline 62
3515,"Rollei Powerflex 610 HD comes with a  1/2.3"" (~ 6.16 x 4.62 mm) image sensor, which has a diagonal of  7.70 mm (0.3"") and a surface area of 28.46 mm².",Rollei,Powerflex 610 HD
3516,"Rollei Powerflex 460 comes with a  1/2.33"" (~ 6.08 x 4.56 mm) CCD sensor, which has a diagonal of  7.60 mm (0.3"") and a surface area of 27.72 mm².",Rollei,Powerflex 460
3517,"Rollei Powerflex 400 comes with a  1/2.33"" (~ 6.08 x 4.56 mm) CCD sensor, which has a diagonal of  7.60 mm (0.3"") and a surface area of 27.72 mm².",Rollei,Powerflex 400
3518,"Rollei Compactline 425 comes with a  1/2.3"" (~ 6.16 x 4.62 mm) CCD sensor, which has a diagonal of  7.70 mm (0.3"") and a surface area of 28.46 mm².",Rollei,Compactline 425
3519,"Rollei Powerflex 455 comes with a  1/2.33"" (~ 6.08 x 4.56 mm) CCD sensor, which has a diagonal of  7.60 mm (0.3"") and a surface area of 27.72 mm².",Rollei,Powerflex 455
3520,"Rollei Sportsline 99 comes with a  1/2.3"" (~ 6.16 x 4.62 mm) CMOS sensor, which has a diagonal of  7.70 mm (0.3"") and a surface area of 28.46 mm².",Rollei,Sportsline 99
3521,"Rollei Powerflex 600 comes with a  1/2.3"" (~ 6.16 x 4.62 mm) CCD sensor, which has a diagonal of  7.70 mm (0.3"") and a surface area of 28.46 mm².",Rollei,Powerflex 600
3522,"Rollei Compactline 415 comes with a  1/2.33"" (~ 6.08 x 4.56 mm) CCD sensor, which has a diagonal of  7.60 mm (0.3"") and a surface area of 27.72 mm².",Rollei,Compactline 415
3523,"Rollei Sportsline 60 Camouflage comes with a  1/2.3"" (~ 6.16 x 4.62 mm) CMOS sensor, which has a diagonal of  7.70 mm (0.3"") and a surface area of 28.46 mm².",Rollei,Sportsline 60 Camouflage
3524,"Rollei Powerflex 470 comes with a  1/2.33"" (~ 6.08 x 4.56 mm) CCD sensor, which has a diagonal of  7.60 mm (0.3"") and a surface area of 27.72 mm².",Rollei,Powerflex 470
3525,"Rollei Compactline 304 comes with a  1/2.33"" (~ 6.08 x 4.56 mm) CCD sensor, which has a diagonal of  7.60 mm (0.3"") and a surface area of 27.72 mm².",Rollei,Compactline 304
3526,"Rollei Powerflex 500 comes with a  1/2.33"" (~ 6.08 x 4.56 mm) CCD sensor, which has a diagonal of  7.60 mm (0.3"") and a surface area of 27.72 mm².",Rollei,Powerflex 500
3527,"Rollei Powerflex 440 comes with a  1/2.33"" (~ 6.08 x 4.56 mm) CCD sensor, which has a diagonal of  7.60 mm (0.3"") and a surface area of 27.72 mm².",Rollei,Powerflex 440
3528,"Rollei Compactline 360 TS comes with a  1/2.3"" (~ 6.16 x 4.62 mm) CCD sensor, which has a diagonal of  7.70 mm (0.3"") and a surface area of 28.46 mm².",Rollei,Compactline 360 TS
3529,"Rollei Flexline 202 comes with a  1/2.3"" (~ 6.16 x 4.62 mm) CCD sensor, which has a diagonal of  7.70 mm (0.3"") and a surface area of 28.46 mm².",Rollei,Flexline 202
3530,"Rollei Compactline 320 comes with a  1/2.33"" (~ 6.08 x 4.56 mm) CCD sensor, which has a diagonal of  7.60 mm (0.3"") and a surface area of 27.72 mm².",Rollei,Compactline 320
3531,"Rollei Flexline 100 comes with a  1/2.5"" (~ 5.75 x 4.32 mm) CCD sensor, which has a diagonal of  7.19 mm (0.28"") and a surface area of 24.84 mm².",Rollei,Flexline 100
3532,"Rollei Compactline 81 comes with a  1/2.5"" (~ 5.75 x 4.32 mm) CMOS sensor, which has a diagonal of  7.19 mm (0.28"") and a surface area of 24.84 mm².",Rollei,Compactline 81
3533,"Rollei Sportsline 50 comes with a  1/2.3"" (~ 6.16 x 4.62 mm) CMOS sensor, which has a diagonal of  7.70 mm (0.3"") and a surface area of 28.46 mm².",Rollei,Sportsline 50
3534,"Rollei Compactline 230 comes with a  1/2.33"" (~ 6.08 x 4.56 mm) CCD sensor, which has a diagonal of  7.60 mm (0.3"") and a surface area of 27.72 mm².",Rollei,Compactline 230
3535,"Rollei Kids 100 comes with a  2/3"" (~ 8.8 x 6.6 mm) CMOS sensor, which has a diagonal of  11.00 mm (0.43"") and a surface area of 58.08 mm².",Rollei,Kids 100
3536,"Rollei Compactline 52 comes with a  1/2.3"" (~ 6.16 x 4.62 mm) CMOS sensor, which has a diagonal of  7.70 mm (0.3"") and a surface area of 28.46 mm².",Rollei,Compactline 52
3537,"Rollei Compactline 350 comes with a  1/2.3"" (~ 6.16 x 4.62 mm) CCD sensor, which has a diagonal of  7.70 mm (0.3"") and a surface area of 28.46 mm².",Rollei,Compactline 350
3538,"Rollei Compactline 55 comes with a  1/2.3"" (~ 6.16 x 4.62 mm) CMOS sensor, which has a diagonal of  7.70 mm (0.3"") and a surface area of 28.46 mm².",Rollei,Compactline 55
3539,"Rollei Powerflex 3D comes with a  1/2.33"" (~ 6.08 x 4.56 mm) CCD sensor, which has a diagonal of  7.60 mm (0.3"") and a surface area of 27.72 mm².",Rollei,Powerflex 3D
3540,"Rollei Compactline 390 SE comes with a  1/2.3"" (~ 6.16 x 4.62 mm) CCD sensor, which has a diagonal of  7.70 mm (0.3"") and a surface area of 28.46 mm².",Rollei,Compactline 390 SE
3541,"Rollei Compactline 302 comes with a  1/2.33"" (~ 6.08 x 4.56 mm) CCD sensor, which has a diagonal of  7.60 mm (0.3"") and a surface area of 27.72 mm².",Rollei,Compactline 302
3542,"Rollei Compactline 203 comes with a  1/2.33"" (~ 6.08 x 4.56 mm) CCD sensor, which has a diagonal of  7.60 mm (0.3"") and a surface area of 27.72 mm².",Rollei,Compactline 203
3543,"Rollei Powerflex 450 comes with a  1/2.33"" (~ 6.08 x 4.56 mm) CCD sensor, which has a diagonal of  7.60 mm (0.3"") and a surface area of 27.72 mm².",Rollei,Powerflex 450
3544,"Rollei Compactline 370 TS comes with a  1/2.3"" (~ 6.16 x 4.62 mm) CCD sensor, which has a diagonal of  7.70 mm (0.3"") and a surface area of 28.46 mm².",Rollei,Compactline 370 TS
3545,"Rollei Compactline 312 comes with a  1/2.3"" (~ 6.16 x 4.62 mm) CCD sensor, which has a diagonal of  7.70 mm (0.3"") and a surface area of 28.46 mm².",Rollei,Compactline 312
3546,"Rollei Compactline 103 comes with a  1/2.33"" (~ 6.08 x 4.56 mm) CCD sensor, which has a diagonal of  7.60 mm (0.3"") and a surface area of 27.72 mm².",Rollei,Compactline 103
3547,"Rollei Powerflex 440 comes with a  1/2.33"" (~ 6.08 x 4.56 mm) CCD sensor, which has a diagonal of  7.60 mm (0.3"") and a surface area of 27.72 mm².",Rollei,Powerflex 440
3548,"Rollei Compactline 360 TS comes with a  1/2.3"" (~ 6.16 x 4.62 mm) CCD sensor, which has a diagonal of  7.70 mm (0.3"") and a surface area of 28.46 mm².",Rollei,Compactline 360 TS
3549,"Rollei Compactline 130 comes with a  1/2.5"" (~ 5.75 x 4.32 mm) CCD sensor, which has a diagonal of  7.19 mm (0.28"") and a surface area of 24.84 mm².",Rollei,Compactline 130
3550,"Rollei Flexline 200 comes with a  1/2.33"" (~ 6.08 x 4.56 mm) CCD sensor, which has a diagonal of  7.60 mm (0.3"") and a surface area of 27.72 mm².",Rollei,Flexline 200
3551,"Rollei Sportsline 90 comes with a  1/2.3"" (~ 6.16 x 4.62 mm) CMOS sensor, which has a diagonal of  7.70 mm (0.3"") and a surface area of 28.46 mm².",Rollei,Sportsline 90
3552,"Rollei Compactline 50 comes with a  1/2.3"" (~ 6.16 x 4.62 mm) CMOS sensor, which has a diagonal of  7.70 mm (0.3"") and a surface area of 28.46 mm².",Rollei,Compactline 50
3553,"Rollei Compactline 202 comes with a  1/2.33"" (~ 6.08 x 4.56 mm) CCD sensor, which has a diagonal of  7.60 mm (0.3"") and a surface area of 27.72 mm².",Rollei,Compactline 202
3554,"Rollei XS-8 Crystal comes with a  1/2.5"" (~ 5.75 x 4.32 mm) CCD sensor, which has a diagonal of  7.19 mm (0.28"") and a surface area of 24.84 mm².",Rollei,XS-8 Crystal
3555,"Rollei Flexline 250 comes with a  1/2.33"" (~ 6.08 x 4.56 mm) image sensor, which has a diagonal of  7.60 mm (0.3"") and a surface area of 27.72 mm².",Rollei,Flexline 250
3556,"Rollei Compactline 200 comes with a  1/2.3"" (~ 6.16 x 4.62 mm) CCD sensor, which has a diagonal of  7.70 mm (0.3"") and a surface area of 28.46 mm².",Rollei,Compactline 200
3557,"Rollei Compactline 102 comes with a  1/2.5"" (~ 5.75 x 4.32 mm) CCD sensor, which has a diagonal of  7.19 mm (0.28"") and a surface area of 24.84 mm².",Rollei,Compactline 102
3558,"Rollei Compactline 90 comes with a  1/2.3"" (~ 6.16 x 4.62 mm) CMOS sensor, which has a diagonal of  7.70 mm (0.3"") and a surface area of 28.46 mm².",Rollei,Compactline 90
3559,"Rollei Compactline 101 comes with a  1/2.5"" (~ 5.75 x 4.32 mm) CCD sensor, which has a diagonal of  7.19 mm (0.28"") and a surface area of 24.84 mm².",Rollei,Compactline 101
3560,"Rollei Compactline 130 comes with a  1/2.5"" (~ 5.75 x 4.32 mm) CCD sensor, which has a diagonal of  7.19 mm (0.28"") and a surface area of 24.84 mm².",Rollei,Compactline 130
3561,"Rollei XS-10 inTouch comes with a  1/2.3"" (~ 6.16 x 4.62 mm) CCD sensor, which has a diagonal of  7.70 mm (0.3"") and a surface area of 28.46 mm².",Rollei,XS-10 inTouch
3562,"Rollei RCP-6324 comes with a  1/2.5"" (~ 5.75 x 4.32 mm) CCD sensor, which has a diagonal of  7.19 mm (0.28"") and a surface area of 24.84 mm².",Rollei,RCP-6324
3563,"Rollei RCP-S10 comes with a  1/2.3"" (~ 6.16 x 4.62 mm) CCD sensor, which has a diagonal of  7.70 mm (0.3"") and a surface area of 28.46 mm².",Rollei,RCP-S10
3564,"Rollei Flexline 140 comes with a  1/2.33"" (~ 6.08 x 4.56 mm) CCD sensor, which has a diagonal of  7.60 mm (0.3"") and a surface area of 27.72 mm².",Rollei,Flexline 140
3565,"Rollei RCP-7325XS comes with a  1/2.5"" (~ 5.75 x 4.32 mm) CCD sensor, which has a diagonal of  7.19 mm (0.28"") and a surface area of 24.84 mm².",Rollei,RCP-7325XS
3566,"Rollei RCP-8325XS comes with a  1/2.5"" (~ 5.75 x 4.32 mm) CCD sensor, which has a diagonal of  7.19 mm (0.28"") and a surface area of 24.84 mm².",Rollei,RCP-8325XS
3567,"Rollei XS-8 comes with a  1/2.5"" (~ 5.75 x 4.32 mm) CCD sensor, which has a diagonal of  7.19 mm (0.28"") and a surface area of 24.84 mm².",Rollei,XS-8
3568,"Rollei RCP-5324 comes with a  1/2.5"" (~ 5.75 x 4.32 mm) CCD sensor, which has a diagonal of  7.19 mm (0.28"") and a surface area of 24.84 mm².",Rollei,RCP-5324
3569,"Rollei Compactline 100 comes with a  1/2.3"" (~ 6.16 x 4.62 mm) CCD sensor, which has a diagonal of  7.70 mm (0.3"") and a surface area of 28.46 mm².",Rollei,Compactline 100
3570,"Rollei RCP-7430XW comes with a  1/2.5"" (~ 5.75 x 4.32 mm) CCD sensor, which has a diagonal of  7.19 mm (0.28"") and a surface area of 24.84 mm².",Rollei,RCP-7430XW
3571,"Rollei RCP-8325 comes with a  1/2.5"" (~ 5.75 x 4.32 mm) CCD sensor, which has a diagonal of  7.19 mm (0.28"") and a surface area of 24.84 mm².",Rollei,RCP-8325
3572,"Rollei X-8 comes with a  1/2.5"" (~ 5.75 x 4.32 mm) CCD sensor, which has a diagonal of  7.19 mm (0.28"") and a surface area of 24.84 mm².",Rollei,X-8
3573,"Rollei X-8 Sports comes with a  1/2.5"" (~ 5.75 x 4.32 mm) CCD sensor, which has a diagonal of  7.19 mm (0.28"") and a surface area of 24.84 mm².",Rollei,X-8 Sports
3574,"Rollei Compactline 80 comes with a  1/2.5"" (~ 5.75 x 4.32 mm) CCD sensor, which has a diagonal of  7.19 mm (0.28"") and a surface area of 24.84 mm².",Rollei,Compactline 80
3575,"Rollei X-8 Compact comes with a  1/2.5"" (~ 5.75 x 4.32 mm) CCD sensor, which has a diagonal of  7.19 mm (0.28"") and a surface area of 24.84 mm².",Rollei,X-8 Compact
3576,"Rollei RCP-8427XW comes with a  1/2.5"" (~ 5.75 x 4.32 mm) CCD sensor, which has a diagonal of  7.19 mm (0.28"") and a surface area of 24.84 mm².",Rollei,RCP-8427XW
3577,"Rollei XS-10 comes with a  1/2.5"" (~ 5.75 x 4.32 mm) CCD sensor, which has a diagonal of  7.19 mm (0.28"") and a surface area of 24.84 mm².",Rollei,XS-10
3578,"Rollei RCP-8527X comes with a  1/2.5"" (~ 5.75 x 4.32 mm) CCD sensor, which has a diagonal of  7.19 mm (0.28"") and a surface area of 24.84 mm².",Rollei,RCP-8527X
3579,"Rollei RCP-S8 comes with a  1/2.5"" (~ 5.75 x 4.32 mm) CCD sensor, which has a diagonal of  7.19 mm (0.28"") and a surface area of 24.84 mm².",Rollei,RCP-S8
3580,"Rollei Compactline 150 comes with a  1/2.33"" (~ 6.08 x 4.56 mm) CCD sensor, which has a diagonal of  7.60 mm (0.3"") and a surface area of 27.72 mm².",Rollei,Compactline 150
3581,"Rollei RCP-8330X comes with a  1/2.5"" (~ 5.75 x 4.32 mm) CCD sensor, which has a diagonal of  7.19 mm (0.28"") and a surface area of 24.84 mm².",Rollei,RCP-8330X
3582,"Rollei RCP-10325X comes with a  1/1.8"" (~ 7.11 x 5.33 mm) CCD sensor, which has a diagonal of  8.89 mm (0.35"") and a surface area of 37.90 mm².",Rollei,RCP-10325X
3583,"Rollei RCP-7330X comes with a  1/2.5"" (~ 5.75 x 4.32 mm) CCD sensor, which has a diagonal of  7.19 mm (0.28"") and a surface area of 24.84 mm².",Rollei,RCP-7330X
3584,"Rollei RCP-8325X comes with a  1/1.8"" (~ 7.11 x 5.33 mm) CCD sensor, which has a diagonal of  8.89 mm (0.35"") and a surface area of 37.90 mm².",Rollei,RCP-8325X
3585,"Rollei RCP-10325X comes with a  1/1.8"" (~ 7.11 x 5.33 mm) CCD sensor, which has a diagonal of  8.89 mm (0.35"") and a surface area of 37.90 mm².",Rollei,RCP-10325X
3586,"Rollei da7325 Prego comes with a  1/2.5"" (~ 5.75 x 4.32 mm) CCD sensor, which has a diagonal of  7.19 mm (0.28"") and a surface area of 24.84 mm².",Rollei,da7325 Prego
3587,"Rollei da6324 comes with a  1/2.5"" (~ 5.75 x 4.32 mm) CCD sensor, which has a diagonal of  7.19 mm (0.28"") and a surface area of 24.84 mm².",Rollei,da6324
3588,"Rollei da5325 Prego comes with a  1/2.5"" (~ 5.75 x 4.32 mm) CCD sensor, which has a diagonal of  7.19 mm (0.28"") and a surface area of 24.84 mm².",Rollei,da5325 Prego
3589,"Rollei da8324 comes with a  1/2.5"" (~ 5.75 x 4.32 mm) CCD sensor, which has a diagonal of  7.19 mm (0.28"") and a surface area of 24.84 mm².",Rollei,da8324
3590,"Rollei da1325 Prego comes with a  1/2.5"" (~ 5.75 x 4.32 mm) CCD sensor, which has a diagonal of  7.19 mm (0.28"") and a surface area of 24.84 mm².",Rollei,da1325 Prego
3591,"Rollei da10 comes with a  1/2.5"" (~ 5.75 x 4.32 mm) CCD sensor, which has a diagonal of  7.19 mm (0.28"") and a surface area of 24.84 mm².",Rollei,da10
3592,"Rollei dt6 Tribute comes with a  1/2.5"" (~ 5.75 x 4.32 mm) CCD sensor, which has a diagonal of  7.19 mm (0.28"") and a surface area of 24.84 mm².",Rollei,dt6 Tribute
3593,"Rollei ds6 comes with a  1/2.5"" (~ 5.75 x 4.32 mm) CCD sensor, which has a diagonal of  7.19 mm (0.28"") and a surface area of 24.84 mm².",Rollei,ds6
3594,"Rollei dx63 comes with a  1/2.5"" (~ 5.75 x 4.32 mm) CCD sensor, which has a diagonal of  7.19 mm (0.28"") and a surface area of 24.84 mm².",Rollei,dx63
3595,"Rollei dcx 310 comes with a  1/1.8"" (~ 7.11 x 5.33 mm) CCD sensor, which has a diagonal of  8.89 mm (0.35"") and a surface area of 37.90 mm².",Rollei,dcx 310
3596,"Rollei Prego dp5500 comes with a  1/2.5"" (~ 5.75 x 4.32 mm) CCD sensor, which has a diagonal of  7.19 mm (0.28"") and a surface area of 24.84 mm².",Rollei,Prego dp5500
3597,"Rollei dr 5100 comes with a  1/1.8"" (~ 7.11 x 5.33 mm) CCD sensor, which has a diagonal of  8.89 mm (0.35"") and a surface area of 37.90 mm².",Rollei,dr 5100
3598,"Rollei dp6500 comes with a  1/1.8"" (~ 7.11 x 5.33 mm) CCD sensor, which has a diagonal of  8.89 mm (0.35"") and a surface area of 37.90 mm².",Rollei,dp6500
3599,"Rollei dr 5 comes with a  1/2.5"" (~ 5.75 x 4.32 mm) CCD sensor, which has a diagonal of  7.19 mm (0.28"") and a surface area of 24.84 mm².",Rollei,dr 5
3600,"Rollei dk4010 comes with a  1/2.7"" (~ 5.33 x 4 mm) CCD sensor, which has a diagonal of  6.66 mm (0.26"") and a surface area of 21.32 mm².",Rollei,dk4010
3601,"Rollei Prego dp8300 comes with a  1/1.8"" (~ 7.11 x 5.33 mm) image sensor, which has a diagonal of  8.89 mm (0.35"") and a surface area of 37.90 mm².",Rollei,Prego dp8300
3602,"Rollei dsx 410 comes with a  1/2.5"" (~ 5.75 x 4.32 mm) CCD sensor, which has a diagonal of  7.19 mm (0.28"") and a surface area of 24.84 mm².",Rollei,dsx 410
3603,"Rollei Prego dp6200 comes with a  1/1.8"" (~ 7.11 x 5.33 mm) CCD sensor, which has a diagonal of  8.89 mm (0.35"") and a surface area of 37.90 mm².",Rollei,Prego dp6200
3604,"Rollei dpx 310 comes with a  1/2.7"" (~ 5.33 x 4 mm) CCD sensor, which has a diagonal of  6.66 mm (0.26"") and a surface area of 21.32 mm².",Rollei,dpx 310
3605,"Rollei Prego dp6000 comes with a  1/1.8"" (~ 7.11 x 5.33 mm) CCD sensor, which has a diagonal of  8.89 mm (0.35"") and a surface area of 37.90 mm².",Rollei,Prego dp6000
3606,"Rollei da5324 comes with a  1/2.5"" (~ 5.75 x 4.32 mm) CCD sensor, which has a diagonal of  7.19 mm (0.28"") and a surface area of 24.84 mm².",Rollei,da5324
3607,"Rollei d210 motion comes with a  1/3.2"" (~ 4.5 x 3.37 mm) CCD sensor, which has a diagonal of  5.62 mm (0.22"") and a surface area of 15.17 mm².",Rollei,d210 motion
3608,"Rollei Prego dp6300 comes with a  1/1.8"" (~ 7.11 x 5.33 mm) CCD sensor, which has a diagonal of  8.89 mm (0.35"") and a surface area of 37.90 mm².",Rollei,Prego dp6300
3609,"Rollei dcx 400 comes with a  1/1.8"" (~ 7.11 x 5.33 mm) CCD sensor, which has a diagonal of  8.89 mm (0.35"") and a surface area of 37.90 mm².",Rollei,dcx 400
3610,"Rollei Prego da4 comes with a  1/2.5"" (~ 5.75 x 4.32 mm) CCD sensor, which has a diagonal of  7.19 mm (0.28"") and a surface area of 24.84 mm².",Rollei,Prego da4
3611,"Rollei Prego dp5200 comes with a  1/2.5"" (~ 5.75 x 4.32 mm) CCD sensor, which has a diagonal of  7.19 mm (0.28"") and a surface area of 24.84 mm².",Rollei,Prego dp5200
3612,"Rollei d20 motion comes with a  1/1.8"" (~ 7.11 x 5.33 mm) CCD sensor, which has a diagonal of  8.89 mm (0.35"") and a surface area of 37.90 mm².",Rollei,d20 motion
